Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744775.1_ASM4974477v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744115.1_ASM4974411v1_genomic.fna	99.92	99.33	98.87	JBLZTY010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 310 310_00001, whole genome shotgun sequence	JBLZTI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 23 23_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744795.1_ASM4974479v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744115.1_ASM4974411v1_genomic.fna	99.92	99.38	98.86	JBLZUA010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 314 314_00001, whole genome shotgun sequence	JBLZTI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 23 23_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744875.1_ASM4974487v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744115.1_ASM4974411v1_genomic.fna	99.92	99.28	99.01	JBLZUB010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 317 317_00001, whole genome shotgun sequence	JBLZTI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 23 23_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745375.1_ASM4974537v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744115.1_ASM4974411v1_genomic.fna	99.91	97.97	98.73	JBLZUO010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 98N 98N_00001, whole genome shotgun sequence	JBLZTI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 23 23_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745135.1_ASM4974513v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	100.00	99.77	99.73	JBLZUI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 60 60_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745315.1_ASM4974531v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	100.00	98.73	99.84	JBLZUN010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 97N 97N_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745395.1_ASM4974539v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	100.00	98.80	99.90	JBLZUP010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 99N 99N_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	100.00	100.00	100.00	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	98.70	99.79	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744305.1_ASM4974430v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	98.78	98.02	JBLZTO010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 291 291_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745015.1_ASM4974501v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	98.39	99.48	JBLZUF010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 46 46_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745055.1_ASM4974505v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	99.53	99.45	JBLZUG010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 47 47_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744535.1_ASM4974453v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	98.65	99.66	JBLZTT010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 30 30_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744995.1_ASM4974499v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	99.23	99.62	JBLZUE010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 43 43_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745215.1_ASM4974521v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	99.37	99.81	JBLZUK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 69 69_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745275.1_ASM4974527v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.99	97.52	99.28	JBLZUM010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 75 75_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744075.1_ASM4974407v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	99.73	96.59	JBLZTG010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 100N 100N_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744115.1_ASM4974411v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	97.99	98.26	JBLZTI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 23 23_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744815.1_ASM4974481v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	98.06	98.37	JBLZTZ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 313 313_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744915.1_ASM4974491v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	98.46	99.40	JBLZUC010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 319 319_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744935.1_ASM4974493v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	99.33	98.89	JBLZUD010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 321 321_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745115.1_ASM4974511v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	98.59	98.94	JBLZUH010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 53 53_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745155.1_ASM4974515v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	97.81	99.40	JBLZUJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 61 61_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745375.1_ASM4974537v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	98.43	99.46	JBLZUO010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 98N 98N_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744295.1_ASM4974429v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.98	97.02	99.55	JBLZTM010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 282 282_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744095.1_ASM4974409v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.08	97.86	JBLZTH010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 101N 101N_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744235.1_ASM4974423v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.13	97.88	JBLZTL010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 264 264_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744355.1_ASM4974435v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.11	97.88	JBLZTN010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 290 290_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744415.1_ASM4974441v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.11	97.88	JBLZTQ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 296 296_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744425.1_ASM4974442v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.12	97.87	JBLZTP010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 292 292_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744475.1_ASM4974447v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.05	97.93	JBLZTR010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 297 297_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744555.1_ASM4974455v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.10	96.43	JBLZTS010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 298 298_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744575.1_ASM4974457v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.11	97.89	JBLZTU010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 300 300_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744655.1_ASM4974465v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.10	97.91	JBLZTV010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 304 304_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744675.1_ASM4974467v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.08	97.89	JBLZTW010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 306 306_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744695.1_ASM4974469v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.13	96.22	JBLZTX010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 308 308_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744775.1_ASM4974477v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.09	97.90	JBLZTY010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 310 310_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744795.1_ASM4974479v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.13	97.89	JBLZUA010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 314 314_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744875.1_ASM4974487v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.97	98.02	98.01	JBLZUB010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 317 317_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745255.1_ASM4974525v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	99.96	86.57	98.50	JBLZUL010000001.1 Salmonella enterica subsp. enterica serovar Abony strain 73 73_00001, whole genome shotgun sequence	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	100.00	100.00	100.00	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744215.1_ASM4974421v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.99	99.79	98.70	JBLZTJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 256 256_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745055.1_ASM4974505v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.99	99.44	98.29	JBLZUG010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 47 47_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745115.1_ASM4974511v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.99	98.77	98.04	JBLZUH010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 53 53_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745135.1_ASM4974513v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.99	99.79	98.66	JBLZUI010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 60 60_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745315.1_ASM4974531v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.99	98.93	98.96	JBLZUN010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 97N 97N_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745395.1_ASM4974539v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.99	99.60	99.62	JBLZUP010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 99N 99N_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744075.1_ASM4974407v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.98	99.82	95.63	JBLZTG010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 100N 100N_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744935.1_ASM4974493v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.98	99.55	98.03	JBLZUD010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 321 321_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744995.1_ASM4974499v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.98	99.71	99.02	JBLZUE010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 43 43_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049745155.1_ASM4974515v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.98	98.67	99.18	JBLZUJ010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 61 61_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744295.1_ASM4974429v1_genomic.fna	/cfs/klemming/projects/snic/naiss2023-23-542/VR/NWU_2025_workshop/assemblies/GCA_049744195.1_ASM4974419v1_genomic.fna	99.97	97.96	99.42	JBLZTM010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 282 282_00001, whole genome shotgun sequence	JBLZTK010000001.1 Salmonella enterica subsp. enterica serovar Minnesota strain 263 263_00001, whole genome shotgun sequence
